G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_28_675.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_28_675.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_28_675.jpg, 0, 1, 0, 12.0131
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_28_783.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_28_783.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_28_783.jpg, 0, 0.8647001, 0, 12.89166
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_28_892.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_28_892.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_28_892.jpg, 0, 0.6793664, 0, 13.64132
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_28_992.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_28_992.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_28_992.jpg, 0, 0.9802893, 0, 14.64496
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_29_095.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_29_095.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_29_095.jpg, 0, 1, 0, 15.73288
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_29_202.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_29_202.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_29_202.jpg, 0, 1, 0, 16.72893
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_29_303.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_29_303.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_29_303.jpg, 0, 1, 0, 17.81139
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_29_403.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_29_403.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_29_403.jpg, 0, 1, 0, 18.82652
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_29_506.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_29_506.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_29_506.jpg, 0, 1, 0, 19.85061
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_29_609.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_29_609.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_29_609.jpg, -0.1520051, 1, 0, 21.03354
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_29_714.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_29_714.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_29_714.jpg, 0, 1, 0, 22.02759
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_29_816.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_29_816.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_29_816.jpg, 0, 1, 0, 23.00892
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_29_917.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_29_917.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_29_917.jpg, 0, 1, 0, 23.98601
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_30_018.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_30_018.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_30_018.jpg, 0, 1, 0, 24.95058
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_30_121.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_30_121.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_30_121.jpg, 0, 1, 0, 25.90625
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_30_222.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_30_222.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_30_222.jpg, 0, 1, 0, 26.85218
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_30_327.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_30_327.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_30_327.jpg, 0, 1, 0, 27.7886
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_30_430.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_30_430.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_30_430.jpg, 0, 1, 0, 28.89991
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_30_532.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_30_532.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_30_532.jpg, 0, 1, 0, 29.81574
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_30_635.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_30_635.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_30_635.jpg, 0, 1, 0, 30.19018
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_30_735.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_30_735.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_30_735.jpg, 0, 1, 0, 30.18989
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_30_840.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_30_840.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_30_840.jpg, 0, 1, 0, 30.18992
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_30_941.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_30_941.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_30_941.jpg, 0, 1, 0, 30.18992
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_31_049.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_31_049.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_31_049.jpg, 0, 1, 0, 30.18991
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_31_156.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_31_156.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_31_156.jpg, 0, 1, 0, 30.18993
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_31_259.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_31_259.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_31_259.jpg, 0, 1, 0, 30.18992
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_31_371.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_31_371.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_31_371.jpg, 0, 1, 0, 30.18991
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_31_479.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_31_479.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_31_479.jpg, 0, 1, 0, 30.18994
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_31_582.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_31_582.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_31_582.jpg, 0, 1, 0, 30.18991
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_31_687.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_31_687.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_31_687.jpg, 0, 1, 0, 30.18993
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_31_791.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_31_791.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_31_791.jpg, 0, 1, 0, 30.18993
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_31_892.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_31_892.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_31_892.jpg, 0, 1, 0, 30.18994
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_31_998.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_31_998.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_31_998.jpg, 0, 1, 0, 30.18991
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_32_104.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_32_104.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_32_104.jpg, 0, 1, 0, 30.18992
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_32_207.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_32_207.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_32_207.jpg, 0, 1, 0, 30.18989
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_32_313.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_32_313.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_32_313.jpg, 0, 1, 0, 30.18993
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_32_415.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_32_415.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_32_415.jpg, 0, 1, 0, 30.18995
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_32_520.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_32_520.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_32_520.jpg, 0, 1, 0, 30.18993
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_32_624.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_32_624.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_32_624.jpg, 0, 1, 0, 30.18992
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_32_726.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_32_726.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_32_726.jpg, 0, 1, 0, 30.18993
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_32_835.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_32_835.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_32_835.jpg, 0, 1, 0, 30.18991
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_32_943.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_32_943.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_32_943.jpg, 0, 1, 0, 30.18991
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_33_047.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_33_047.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_33_047.jpg, 0, 1, 0, 30.18992
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_33_155.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_33_155.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_33_155.jpg, 0, 1, 0, 30.18993
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_33_258.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_33_258.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_33_258.jpg, 0, 1, 0, 30.18993
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_33_360.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_33_360.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_33_360.jpg, 0, 1, 0, 30.18991
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_33_470.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_33_470.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_33_470.jpg, 0, 1, 0, 30.18993
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_33_573.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_33_573.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_33_573.jpg, 0, 1, 0, 30.18992
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_33_677.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_33_677.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_33_677.jpg, 0, 1, 0, 30.18991
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_33_784.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_33_784.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_33_784.jpg, 0, 1, 0, 30.1899
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_33_888.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_33_888.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_33_888.jpg, 0, 1, 0, 30.18991
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_33_998.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_33_998.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_33_998.jpg, -0.1399603, 1, 0, 30.18451
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_34_104.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_34_104.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_34_104.jpg, 0, 1, 0, 30.18983
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_34_204.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_34_204.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_34_204.jpg, 0, 1, 0, 30.18993
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_34_314.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_34_314.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_34_314.jpg, 0, 1, 0, 30.18993
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_34_417.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_34_417.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_34_417.jpg, 0, 1, 0, 30.18996
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_34_526.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_34_526.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_34_526.jpg, 0, 1, 0, 30.18995
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_34_628.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_34_628.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_34_628.jpg, -0.1069184, 1, 0, 30.1865
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_34_729.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_34_729.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_34_729.jpg, 0, 1, 0, 30.18995
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_34_830.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_34_830.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_34_830.jpg, 0, 1, 0, 30.18998
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_34_939.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_34_939.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_34_939.jpg, 0, 1, 0, 30.18999
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_35_049.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_35_049.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_35_049.jpg, 0, 1, 0, 30.18998
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_35_152.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_35_152.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_35_152.jpg, 0, 1, 0, 30.18998
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_35_252.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_35_252.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_35_252.jpg, -0.006679039, 1, 0, 30.19015
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_35_354.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_35_354.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_35_354.jpg, 0, 1, 0, 30.18995
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_35_459.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_35_459.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_35_459.jpg, 0, 1, 0, 30.18998
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_35_562.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_35_562.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_35_562.jpg, 0, 1, 0, 30.19
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_35_664.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_35_664.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_35_664.jpg, 0, 1, 0, 30.18999
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_35_768.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_35_768.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_35_768.jpg, 0, 1, 0, 30.19001
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_35_876.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_35_876.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_35_876.jpg, 0, 1, 0, 30.19
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_35_981.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_35_981.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_35_981.jpg, 0, 1, 0, 30.19
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_36_082.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_36_082.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_36_082.jpg, 0, 1, 0, 30.19002
G:\openCV_Projects\Self_driving_Car\DATA\IMG\center_2019_08_21_20_30_36_192.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\left_2019_08_21_20_30_36_192.jpg, G:\openCV_Projects\Self_driving_Car\DATA\IMG\right_2019_08_21_20_30_36_192.jpg, 0, 1, 0, 30.19
